239.1.1.21,51000,RT_A_01
239.1.1.21,51001,RT_A_02
239.1.1.21,51002,RT_A_03
239.1.1.21,51003,RT_A_04
239.1.1.22,51000,RT_A_10
239.1.1.23,51000,RT_A_20
239.1.1.23,51001,RT_A_21
239.1.1.23,51002,RT_A_22
239.1.1.23,51003,RT_A_23
239.1.1.23,51004,RT_A_24
239.1.1.23,51006,RT_A_25
239.1.1.23,51006,RT_A_26
239.1.1.23,51007,RT_A_27
239.1.1.23,51008,RT_A_28
239.1.1.24,51000,RT_A_30
239.1.1.24,51001,RT_A_31
239.1.1.24,51002,RT_A_32
239.1.1.24,51003,RT_A_33
239.1.1.24,51004,RT_A_34
239.1.1.24,51005,RT_A_35
239.1.1.24,51006,RT_A_36
239.1.1.24,51007,RT_A_37
239.1.1.24,51008,RT_A_38
239.1.1.25,51000,RT_A_41
239.1.1.26,51000,RT_A_42
239.1.127.21,51000,RT_B_01
239.1.127.21,51001,RT_B_02
239.1.127.21,51002,RT_B_03
239.1.127.21,51003,RT_B_04
239.1.127.22,51000,RT_B_10
239.1.127.23,51000,RT_B_20
239.1.127.23,51001,RT_B_21
239.1.127.23,51002,RT_B_22
239.1.127.23,51003,RT_B_23
239.1.127.23,51004,RT_B_24
239.1.127.23,51005,RT_B_25
239.1.127.23,51006,RT_B_26
239.1.127.23,51007,RT_B_27
239.1.127.23,51008,RT_B_28
239.1.127.24,51000,RT_B_30
239.1.127.24,51001,RT_B_31
239.1.127.24,51002,RT_B_32
239.1.127.24,51003,RT_B_33
239.1.127.24,51004,RT_B_34
239.1.127.24,51005,RT_B_35
239.1.127.24,51006,RT_B_36
239.1.127.24,51007,RT_B_37
239.1.127.24,51008,RT_B_38
239.1.127.25,51000,RT_B_41
239.1.127.26,51000,RT_B_42
239.1.127.27,51000,RT_B_43
239.1.127.28,51000,RT_B_60
239.1.127.29,51000,RT_B_70
239.1.127.29,51001,RT_B_71
239.1.127.29,51002,RT_B_72
239.1.127.29,51003,RT_B_73
239.1.127.29,51004,RT_B_74
239.1.127.29,51005,RT_B_75
239.1.127.29,51006,RT_B_76
239.1.127.29,51007,RT_B_77
239.1.127.29,51008,RT_B_78
239.1.127.31,51000,RF_B_01
239.1.127.31,51001,RF_B_02
239.1.127.31,51002,RF_B_03
239.1.127.31,51003,RF_B_04
239.1.127.32,51000,RF_B_10
239.1.127.33,51000,RF_B_20
239.1.127.33,51001,RF_B_21
239.1.127.33,51002,RF_B_22
239.1.127.33,51003,RF_B_23
239.1.127.33,51004,RF_B_24
239.1.127.33,51005,RF_B_25
239.1.127.33,51006,RF_B_26
239.1.127.33,51007,RF_B_27
239.1.127.33,51008,RF_B_28
239.1.127.34,51000,RF_B_30
239.1.127.34,51001,RF_B_31
239.1.127.34,51002,RF_B_32
239.1.127.34,51003,RF_B_33
239.1.127.34,51004,RF_B_34
239.1.127.34,51005,RF_B_35
239.1.127.34,51006,RF_B_36
239.1.127.34,51007,RF_B_37
239.1.127.34,51008,RF_B_38
239.1.127.35,51000,RF_B_41
239.1.127.36,51000,RF_B_42
239.1.127.37,51000,RF_B_43
239.1.127.38,51000,RF_B_60
239.1.127.39,51000,RF_B_70
239.1.127.39,51001,RF_B_71
239.1.127.39,51002,RF_B_72
239.1.127.39,51003,RF_B_73
239.1.127.39,51004,RF_B_74
239.1.127.39,51005,RF_B_75
239.1.127.39,51006,RF_B_76
239.1.127.39,51007,RF_B_77
239.1.127.39,51008,RF_B_78
239.1.1.27,51000,RT_A_43
239.1.1.28,51000,RT_A_60
239.1.1.29,51000,RT_A_70
239.1.1.29,51001,RT_A_71
239.1.1.29,51002,RT_A_72
239.1.1.29,51003,RT_A_73
239.1.1.29,51004,RT_A_74
239.1.1.29,51005,RT_A_75
239.1.1.29,51006,RT_A_76
239.1.1.29,51007,RT_A_77
239.1.1.29,51008,RT_A_78
239.1.1.31,51000,RF_A_01
239.1.1.31,51001,RF_A_02
239.1.1.31,51002,RF_A_03
239.1.1.31,51003,RF_A_04
239.1.1.32,51000,RF_A_10
239.1.1.33,51000,RF_A_20
239.1.1.33,51001,RF_A_21
239.1.1.33,51002,RF_A_22
239.1.1.33,51003,RF_A_23
239.1.1.33,51004,RF_A_24
239.1.1.33,51005,RF_A_25
239.1.1.33,51006,RF_A_26
239.1.1.33,51007,RF_A_27
239.1.1.33,51008,RF_A_28
239.1.1.34,51000,RF_A_30
239.1.1.34,51001,RF_A_31
239.1.1.34,51002,RF_A_32
239.1.1.34,51003,RF_A_33
239.1.1.34,51004,RF_A_34
239.1.1.34,51005,RF_A_35
239.1.1.34,51006,RF_A_36
239.1.1.34,51007,RF_A_37
239.1.1.34,51008,RF_A_38
239.1.1.35,51000,RF_A_41
239.1.1.36,51000,RF_A_42
239.1.1.37,51000,RF_A_43
239.1.1.38,51000,RF_A_60
239.1.1.39,51000,RF_A_70
239.1.1.39,51001,RF_A_71
239.1.1.39,51002,RF_A_72
239.1.1.39,51003,RF_A_73
239.1.1.39,51004,RF_A_74
239.1.1.39,51005,RF_A_75
239.1.1.39,51006,RF_A_76
239.1.1.39,51007,RF_A_77
239.1.1.39,51008,RF_A_78
